amfi_code,date,nav
120006,2026-08-26,187.32
120006,2026-08-27,182.62
120006,2026-08-28,183.54
120006,2026-08-29,183.17
120006,2026-08-30,178.82
120006,2026-08-31,176.89
120006,2026-09-01,176.17
120006,2026-09-02,177.75
120006,2026-09-03,177.52
120006,2026-09-04,177.87
120006,2026-09-05,177.33
120006,2026-09-06,179.35
120006,2026-09-07,180.37
120006,2026-09-08,180.76
120006,2026-09-09,178.78
120006,2026-09-10,179.08
120006,2026-09-11,184.16
120006,2026-09-12,185.71
120006,2026-09-13,184.43
120006,2026-09-14,187.94
120006,2026-09-15,186.56
120006,2026-09-16,187.99
120006,2026-09-17,188.0
120006,2026-09-18,188.43
120006,2026-09-19,188.94
120006,2026-09-20,188.56
120006,2026-09-21,187.92
120006,2026-09-22,185.54
120006,2026-09-23,183.55
120006,2026-09-24,184.25
120006,2026-09-25,183.09
120006,2026-09-26,181.51
120006,2026-09-27,186.74
120006,2026-09-28,191.48
120006,2026-09-29,192.69
120006,2026-09-30,194.17
120006,2026-10-01,192.69
120006,2026-10-02,190.51
120006,2026-10-03,189.95
120006,2026-10-04,190.05
120006,2026-10-05,191.5
120006,2026-10-06,188.09
120006,2026-10-07,192.22
120006,2026-10-08,192.79
120006,2026-10-09,189.9
120006,2026-10-10,190.29
120006,2026-10-11,188.67
120006,2026-10-12,186.93
120006,2026-10-13,185.04
120006,2026-10-14,184.66
120006,2026-10-15,188.63
120006,2026-10-16,188.9
120006,2026-10-17,190.31
120006,2026-10-18,192.19
120006,2026-10-19,192.01
120006,2026-10-20,189.87
120006,2026-10-21,186.93
120006,2026-10-22,186.3
120006,2026-10-23,188.53
120006,2026-10-24,190.38
120006,2026-10-25,190.97
120006,2026-10-26,191.8
120006,2026-10-27,191.64
120006,2026-10-28,190.81
120006,2026-10-29,189.5
120006,2026-10-30,186.8
120006,2026-10-31,190.26
120006,2026-11-01,190.68
120006,2026-11-02,189.93
120006,2026-11-03,193.48
120006,2026-11-04,197.47
120006,2026-11-05,202.99
120006,2026-11-06,202.59
120006,2026-11-07,202.9
120006,2026-11-08,204.32
120006,2026-11-09,207.82
120006,2026-11-10,208.06
120006,2026-11-11,206.11
120006,2026-11-12,204.66
120006,2026-11-13,207.18
120006,2026-11-14,208.57
120006,2026-11-15,208.31
120006,2026-11-16,207.92
120006,2026-11-17,207.66
120006,2026-11-18,210.34
120006,2026-11-19,208.78
120006,2026-11-20,206.36
120006,2026-11-21,210.21
120006,2026-11-22,210.37
120006,2026-11-23,210.3
120006,2026-11-24,211.82
120006,2026-11-25,209.83
120006,2026-11-26,211.51
120006,2026-11-27,210.81
120006,2026-11-28,213.29
120006,2026-11-29,210.12
120006,2026-11-30,211.17
120006,2026-12-01,210.79
120006,2026-12-02,209.41
120006,2026-12-03,211.13
120006,2026-12-04,210.92
120006,2026-12-05,212.01
120006,2026-12-06,214.8
120006,2026-12-07,216.61
120006,2026-12-08,214.38
120006,2026-12-09,213.32
120006,2026-12-10,214.41
120006,2026-12-11,216.22
120006,2026-12-12,215.48
120006,2026-12-13,216.01
120006,2026-12-14,216.54
120006,2026-12-15,217.36
120006,2026-12-16,214.91
120006,2026-12-17,211.97
120006,2026-12-18,207.29
120006,2026-12-19,207.61
120006,2026-12-20,204.88
120006,2026-12-21,209.37
120006,2026-12-22,210.84
120006,2026-12-23,208.45
120006,2026-12-24,210.92
120006,2026-12-25,213.43
120006,2026-12-26,216.14
120006,2026-12-27,214.5
120006,2026-12-28,216.14
120006,2026-12-29,218.92
120006,2026-12-30,222.47
120006,2026-12-31,219.19
120007,2022-01-01,23.15
120007,2022-01-02,23.21
120007,2022-01-03,23.02
120007,2022-01-04,22.98
120007,2022-01-05,23.03
120007,2022-01-06,23.33
120007,2022-01-07,23.6
120007,2022-01-08,23.88
120007,2022-01-09,24.1
120007,2022-01-10,24.56
120007,2022-01-11,24.5
120007,2022-01-12,24.47
120007,2022-01-13,24.44
120007,2022-01-14,24.43
120007,2022-01-15,24.1
120007,2022-01-16,24.17
120007,2022-01-17,24.3
120007,2022-01-18,24.25
120007,2022-01-19,23.84
120007,2022-01-20,23.86
120007,2022-01-21,23.56
120007,2022-01-22,23.67
120007,2022-01-23,23.71
120007,2022-01-24,23.77
120007,2022-01-25,23.53
120007,2022-01-26,23.84
120007,2022-01-27,23.9
120007,2022-01-28,23.69
120007,2022-01-29,23.84
120007,2022-01-30,23.87
120007,2022-01-31,24.32
120007,2022-02-01,24.2
120007,2022-02-02,23.91
120007,2022-02-03,23.99
120007,2022-02-04,24.25
120007,2022-02-05,24.82
120007,2022-02-06,25.68
120007,2022-02-07,25.3
120007,2022-02-08,25.28
120007,2022-02-09,24.97
120007,2022-02-10,24.93
120007,2022-02-11,25.56
120007,2022-02-12,25.36
120007,2022-02-13,25.37
120007,2022-02-14,25.23
120007,2022-02-15,24.99
120007,2022-02-16,25.45
120007,2022-02-17,25.07
120007,2022-02-18,25.06
120007,2022-02-19,25.1
120007,2022-02-20,25.1
120007,2022-02-21,25.04
120007,2022-02-22,25.45
120007,2022-02-23,24.93
120007,2022-02-24,25.05
120007,2022-02-25,25.18
120007,2022-02-26,25.27
120007,2022-02-27,25.07
120007,2022-02-28,25.38
120007,2022-03-01,25.69
120007,2022-03-02,25.48
120007,2022-03-03,25.19
120007,2022-03-04,24.85
120007,2022-03-05,24.92
120007,2022-03-06,24.94
120007,2022-03-07,24.87
120007,2022-03-08,25.4
120007,2022-03-09,25.29
120007,2022-03-10,25.35
120007,2022-03-11,25.31
120007,2022-03-12,25.82
120007,2022-03-13,25.32
120007,2022-03-14,25.26
120007,2022-03-15,25.43
120007,2022-03-16,25.38
120007,2022-03-17,25.06
120007,2022-03-18,25.12
120007,2022-03-19,24.72
120007,2022-03-20,24.9
120007,2022-03-21,24.81
120007,2022-03-22,24.68
120007,2022-03-23,24.95
120007,2022-03-24,24.71
120007,2022-03-25,24.34
120007,2022-03-26,24.14
120007,2022-03-27,24.64
120007,2022-03-28,24.41
120007,2022-03-29,24.51
120007,2022-03-30,24.73
120007,2022-03-31,24.51
120007,2022-04-01,24.29
120007,2022-04-02,24.34
120007,2022-04-03,24.41
120007,2022-04-04,24.75
120007,2022-04-05,24.57
120007,2022-04-06,24.49
120007,2022-04-07,25.2
120007,2022-04-08,24.76
120007,2022-04-09,24.28
120007,2022-04-10,23.96
120007,2022-04-11,24.23
120007,2022-04-12,24.14
120007,2022-04-13,24.04
120007,2022-04-14,23.82
120007,2022-04-15,24.06
120007,2022-04-16,23.74
120007,2022-04-17,23.61
120007,2022-04-18,23.41
120007,2022-04-19,22.79
120007,2022-04-20,22.69
120007,2022-04-21,22.69
120007,2022-04-22,22.53
120007,2022-04-23,22.48
120007,2022-04-24,22.44
120007,2022-04-25,22.42
120007,2022-04-26,22.19
120007,2022-04-27,21.96
120007,2022-04-28,21.98
120007,2022-04-29,21.66
120007,2022-04-30,21.63
120007,2022-05-01,21.99
120007,2022-05-02,22.0
120007,2022-05-03,21.6
120007,2022-05-04,21.65
120007,2022-05-05,21.84
120007,2022-05-06,21.68
120007,2022-05-07,21.63
120007,2022-05-08,21.45
120007,2022-05-09,21.36
120007,2022-05-10,21.23
120007,2022-05-11,21.33
120007,2022-05-12,21.69
120007,2022-05-13,21.72
120007,2022-05-14,21.39
120007,2022-05-15,21.94
120007,2022-05-16,22.08
120007,2022-05-17,22.27
120007,2022-05-18,22.27
120007,2022-05-19,22.33
120007,2022-05-20,22.26
120007,2022-05-21,22.48
120007,2022-05-22,22.38
120007,2022-05-23,22.5
120007,2022-05-24,22.73
120007,2022-05-25,23.02
120007,2022-05-26,23.27
120007,2022-05-27,23.05
120007,2022-05-28,23.42
120007,2022-05-29,23.59
120007,2022-05-30,23.67
120007,2022-05-31,23.78
120007,2022-06-01,23.76
120007,2022-06-02,23.66
120007,2022-06-03,23.58
120007,2022-06-04,23.9
120007,2022-06-05,23.93
120007,2022-06-06,24.01
120007,2022-06-07,24.04
120007,2022-06-08,23.89
120007,2022-06-09,23.39
120007,2022-06-10,23.58
120007,2022-06-11,23.75
120007,2022-06-12,23.76
120007,2022-06-13,23.51
120007,2022-06-14,23.95
120007,2022-06-15,23.88
120007,2022-06-16,23.95
120007,2022-06-17,23.79
120007,2022-06-18,23.48
120007,2022-06-19,23.63
120007,2022-06-20,23.29
120007,2022-06-21,23.36
120007,2022-06-22,23.42
120007,2022-06-23,23.17
120007,2022-06-24,22.88
120007,2022-06-25,22.72
120007,2022-06-26,22.59
120007,2022-06-27,22.25
120007,2022-06-28,22.01
120007,2022-06-29,22.04
120007,2022-06-30,22.49
120007,2022-07-01,22.73
120007,2022-07-02,22.78
120007,2022-07-03,23.04
120007,2022-07-04,23.32
120007,2022-07-05,23.26
120007,2022-07-06,23.33
120007,2022-07-07,23.57
120007,2022-07-08,23.85
120007,2022-07-09,24.13
120007,2022-07-10,23.89
120007,2022-07-11,24.19
120007,2022-07-12,24.65
120007,2022-07-13,25.03
120007,2022-07-14,24.77
120007,2022-07-15,24.45
120007,2022-07-16,24.58
120007,2022-07-17,24.95
120007,2022-07-18,25.02
120007,2022-07-19,24.97
120007,2022-07-20,24.96
120007,2022-07-21,25.23
120007,2022-07-22,25.16
120007,2022-07-23,25.3
120007,2022-07-24,25.27
120007,2022-07-25,25.06
120007,2022-07-26,24.83
120007,2022-07-27,24.98
120007,2022-07-28,24.31
120007,2022-07-29,24.44
120007,2022-07-30,24.41
120007,2022-07-31,24.66
120007,2022-08-01,24.82
120007,2022-08-02,24.84
120007,2022-08-03,24.59
120007,2022-08-04,24.35
120007,2022-08-05,24.2
120007,2022-08-06,24.43
120007,2022-08-07,24.87
120007,2022-08-08,24.97
120007,2022-08-09,24.83
120007,2022-08-10,24.72
120007,2022-08-11,24.63
120007,2022-08-12,24.9
120007,2022-08-13,24.79
120007,2022-08-14,24.8
120007,2022-08-15,25.14
120007,2022-08-16,25.01
120007,2022-08-17,25.16
120007,2022-08-18,25.4
120007,2022-08-19,25.43
120007,2022-08-20,25.94
120007,2022-08-21,26.39
120007,2022-08-22,26.47
120007,2022-08-23,26.27
120007,2022-08-24,26.08
120007,2022-08-25,26.15
120007,2022-08-26,25.88
120007,2022-08-27,25.96
120007,2022-08-28,26.41
120007,2022-08-29,26.44
120007,2022-08-30,26.45
120007,2022-08-31,26.69
120007,2022-09-01,26.84
120007,2022-09-02,26.55
120007,2022-09-03,26.44
120007,2022-09-04,26.96
120007,2022-09-05,27.06
120007,2022-09-06,26.8
120007,2022-09-07,26.76
120007,2022-09-08,26.3
120007,2022-09-09,25.82
120007,2022-09-10,26.09
120007,2022-09-11,26.1
120007,2022-09-12,26.25
120007,2022-09-13,26.56
120007,2022-09-14,26.67
120007,2022-09-15,26.88
120007,2022-09-16,26.96
120007,2022-09-17,27.32
120007,2022-09-18,27.82
120007,2022-09-19,27.89
120007,2022-09-20,27.95
120007,2022-09-21,28.05
120007,2022-09-22,28.03
120007,2022-09-23,27.94
120007,2022-09-24,28.24
120007,2022-09-25,28.14
120007,2022-09-26,28.03
120007,2022-09-27,28.29
120007,2022-09-28,28.58
120007,2022-09-29,29.27
120007,2022-09-30,29.64
120007,2022-10-01,29.9
120007,2022-10-02,30.2
120007,2022-10-03,30.17
120007,2022-10-04,30.36
120007,2022-10-05,30.56
120007,2022-10-06,30.41
120007,2022-10-07,30.41
120007,2022-10-08,30.71
120007,2022-10-09,30.72
120007,2022-10-10,30.93
120007,2022-10-11,31.22
120007,2022-10-12,31.5
120007,2022-10-13,32.06
120007,2022-10-14,31.89
120007,2022-10-15,32.43
120007,2022-10-16,32.6
120007,2022-10-17,32.89
120007,2022-10-18,33.13
120007,2022-10-19,33.36
120007,2022-10-20,33.17
120007,2022-10-21,33.45
120007,2022-10-22,32.99
120007,2022-10-23,33.69
120007,2022-10-24,33.84
120007,2022-10-25,34.25
120007,2022-10-26,34.5
120007,2022-10-27,34.53
120007,2022-10-28,34.36
120007,2022-10-29,34.13
120007,2022-10-30,34.41
120007,2022-10-31,34.68
120007,2022-11-01,34.89
120007,2022-11-02,34.86
120007,2022-11-03,35.02
120007,2022-11-04,34.89
120007,2022-11-05,34.67
120007,2022-11-06,34.59
120007,2022-11-07,34.53
120007,2022-11-08,35.05
120007,2022-11-09,34.59
120007,2022-11-10,34.6
120007,2022-11-11,34.84
120007,2022-11-12,35.54
120007,2022-11-13,35.35
120007,2022-11-14,34.97
120007,2022-11-15,35.24
120007,2022-11-16,35.32
120007,2022-11-17,35.26
120007,2022-11-18,35.43
120007,2022-11-19,35.75
120007,2022-11-20,36.03
120007,2022-11-21,36.16
120007,2022-11-22,36.65
120007,2022-11-23,36.74
120007,2022-11-24,36.78
120007,2022-11-25,37.06
120007,2022-11-26,36.61
120007,2022-11-27,36.85
120007,2022-11-28,36.76
120007,2022-11-29,36.29
120007,2022-11-30,36.46
120007,2022-12-01,36.31
120007,2022-12-02,35.75
120007,2022-12-03,35.45
120007,2022-12-04,36.07
120007,2022-12-05,35.89
120007,2022-12-06,36.02
120007,2022-12-07,35.65
120007,2022-12-08,36.41
120007,2022-12-09,36.46
120007,2022-12-10,36.23
120007,2022-12-11,36.56
120007,2022-12-12,37.33
120007,2022-12-13,37.2
120007,2022-12-14,36.96
120007,2022-12-15,37.82
120007,2022-12-16,37.79
120007,2022-12-17,37.72
120007,2022-12-18,36.93
120007,2022-12-19,36.94
120007,2022-12-20,36.46
120007,2022-12-21,36.27
120007,2022-12-22,35.56
120007,2022-12-23,36.02
120007,2022-12-24,35.51
120007,2022-12-25,34.83
120007,2022-12-26,34.54
120007,2022-12-27,34.98
120007,2022-12-28,34.85
120007,2022-12-29,34.75
120007,2022-12-30,34.94
120007,2022-12-31,34.9
120007,2023-01-01,35.35
120007,2023-01-02,35.29
120007,2023-01-03,35.22
120007,2023-01-04,36.04
120007,2023-01-05,36.08
120007,2023-01-06,36.18
120007,2023-01-07,36.12
120007,2023-01-08,35.26
120007,2023-01-09,35.59
120007,2023-01-10,36.2
120007,2023-01-11,36.67
120007,2023-01-12,36.48
120007,2023-01-13,36.44
120007,2023-01-14,36.58
120007,2023-01-15,36.72
120007,2023-01-16,36.98
120007,2023-01-17,37.08
120007,2023-01-18,36.96
120007,2023-01-19,37.03
120007,2023-01-20,37.42
120007,2023-01-21,38.53
120007,2023-01-22,38.36
120007,2023-01-23,38.46
120007,2023-01-24,38.34
120007,2023-01-25,38.48
120007,2023-01-26,38.87
120007,2023-01-27,38.81
120007,2023-01-28,38.04
120007,2023-01-29,38.45
120007,2023-01-30,38.52
120007,2023-01-31,38.4
120007,2023-02-01,38.21
120007,2023-02-02,38.34
120007,2023-02-03,38.1
120007,2023-02-04,37.9
120007,2023-02-05,37.44
120007,2023-02-06,37.2
120007,2023-02-07,37.46
120007,2023-02-08,36.96
120007,2023-02-09,37.4
120007,2023-02-10,36.98
120007,2023-02-11,37.06
120007,2023-02-12,37.25
120007,2023-02-13,37.58
120007,2023-02-14,37.91
120007,2023-02-15,37.9
120007,2023-02-16,37.85
120007,2023-02-17,38.09
120007,2023-02-18,38.22
120007,2023-02-19,38.11
120007,2023-02-20,38.27
120007,2023-02-21,38.22
120007,2023-02-22,38.01
120007,2023-02-23,37.89
120007,2023-02-24,38.09
120007,2023-02-25,37.75
120007,2023-02-26,38.19
120007,2023-02-27,38.0
120007,2023-02-28,37.16
120007,2023-03-01,37.38
120007,2023-03-02,36.39
120007,2023-03-03,36.04
120007,2023-03-04,36.93
120007,2023-03-05,37.34
120007,2023-03-06,37.73
120007,2023-03-07,37.32
120007,2023-03-08,37.27
120007,2023-03-09,37.75
120007,2023-03-10,38.01
120007,2023-03-11,38.46
120007,2023-03-12,39.17
120007,2023-03-13,39.45
120007,2023-03-14,38.98
120007,2023-03-15,39.23
120007,2023-03-16,39.16
120007,2023-03-17,38.67
120007,2023-03-18,39.04
120007,2023-03-19,39.53
120007,2023-03-20,39.51
120007,2023-03-21,39.66
120007,2023-03-22,38.86
120007,2023-03-23,39.31
120007,2023-03-24,39.64
120007,2023-03-25,39.76
120007,2023-03-26,39.28
120007,2023-03-27,38.66
120007,2023-03-28,39.46
120007,2023-03-29,39.09
120007,2023-03-30,39.16
120007,2023-03-31,38.8
120007,2023-04-01,37.93
120007,2023-04-02,38.12
120007,2023-04-03,38.37
120007,2023-04-04,37.75
120007,2023-04-05,38.18
120007,2023-04-06,38.0
120007,2023-04-07,37.61
120007,2023-04-08,37.2
120007,2023-04-09,37.54
120007,2023-04-10,36.84
120007,2023-04-11,36.4
120007,2023-04-12,36.57
120007,2023-04-13,36.7
120007,2023-04-14,36.34
120007,2023-04-15,36.83
120007,2023-04-16,36.44
120007,2023-04-17,36.38
120007,2023-04-18,36.27
120007,2023-04-19,36.17
120007,2023-04-20,36.12
120007,2023-04-21,36.05
120007,2023-04-22,35.99
120007,2023-04-23,35.94
120007,2023-04-24,36.35
120007,2023-04-25,36.28
120007,2023-04-26,36.55
120007,2023-04-27,36.62
120007,2023-04-28,36.77
120007,2023-04-29,37.08
120007,2023-04-30,36.67
120007,2023-05-01,36.92
120007,2023-05-02,36.86
120007,2023-05-03,36.53
120007,2023-05-04,36.83
120007,2023-05-05,36.69
120007,2023-05-06,36.85
120007,2023-05-07,35.87
120007,2023-05-08,36.14
120007,2023-05-09,37.1
120007,2023-05-10,37.11
120007,2023-05-11,37.03
120007,2023-05-12,36.88
120007,2023-05-13,37.11
120007,2023-05-14,37.01
120007,2023-05-15,37.27
120007,2023-05-16,37.93
120007,2023-05-17,38.27
120007,2023-05-18,38.22
120007,2023-05-19,37.81
120007,2023-05-20,37.68
120007,2023-05-21,37.64
120007,2023-05-22,37.16
120007,2023-05-23,37.58
120007,2023-05-24,37.81
120007,2023-05-25,37.44
120007,2023-05-26,36.79
120007,2023-05-27,37.07
120007,2023-05-28,36.48
120007,2023-05-29,36.53
120007,2023-05-30,36.4
120007,2023-05-31,36.71
120007,2023-06-01,37.02
120007,2023-06-02,36.74
120007,2023-06-03,37.08
120007,2023-06-04,36.99
120007,2023-06-05,37.02
120007,2023-06-06,37.05
120007,2023-06-07,37.9
120007,2023-06-08,37.88
120007,2023-06-09,37.26
120007,2023-06-10,37.02
120007,2023-06-11,37.31
120007,2023-06-12,37.22
120007,2023-06-13,37.24
120007,2023-06-14,37.1
120007,2023-06-15,36.08
120007,2023-06-16,35.81
120007,2023-06-17,35.8
120007,2023-06-18,35.19
120007,2023-06-19,34.79
120007,2023-06-20,34.69
120007,2023-06-21,34.59
120007,2023-06-22,34.75
120007,2023-06-23,34.67
120007,2023-06-24,34.81
120007,2023-06-25,34.58
120007,2023-06-26,34.67
120007,2023-06-27,35.2
120007,2023-06-28,35.32
120007,2023-06-29,35.25
120007,2023-06-30,34.94
120007,2023-07-01,34.99
120007,2023-07-02,34.93
120007,2023-07-03,35.14
120007,2023-07-04,34.52
120007,2023-07-05,34.47
120007,2023-07-06,34.63
120007,2023-07-07,34.7
120007,2023-07-08,34.6
120007,2023-07-09,34.5
120007,2023-07-10,34.13
120007,2023-07-11,34.28
120007,2023-07-12,34.44
120007,2023-07-13,33.97
120007,2023-07-14,34.25
120007,2023-07-15,34.04
120007,2023-07-16,33.93
120007,2023-07-17,34.58
120007,2023-07-18,35.15
120007,2023-07-19,34.66
120007,2023-07-20,34.23
120007,2023-07-21,33.89
120007,2023-07-22,34.44
120007,2023-07-23,34.25
120007,2023-07-24,33.76
120007,2023-07-25,34.2
120007,2023-07-26,34.42
120007,2023-07-27,35.21
120007,2023-07-28,35.44
120007,2023-07-29,35.44
120007,2023-07-30,35.55
120007,2023-07-31,35.41
120007,2023-08-01,35.89
120007,2023-08-02,36.39
120007,2023-08-03,35.83
120007,2023-08-04,36.19
120007,2023-08-05,35.82
120007,2023-08-06,36.7
120007,2023-08-07,37.28
120007,2023-08-08,36.87
120007,2023-08-09,36.98
120007,2023-08-10,37.36
120007,2023-08-11,37.15
120007,2023-08-12,36.66
120007,2023-08-13,36.72
120007,2023-08-14,36.68
120007,2023-08-15,36.36
120007,2023-08-16,36.83
120007,2023-08-17,36.37
120007,2023-08-18,36.35
120007,2023-08-19,36.43
120007,2023-08-20,36.56
120007,2023-08-21,37.0
120007,2023-08-22,36.93
120007,2023-08-23,35.98
120007,2023-08-24,35.86
120007,2023-08-25,36.14
120007,2023-08-26,36.11
120007,2023-08-27,36.07
120007,2023-08-28,36.28
120007,2023-08-29,36.54
120007,2023-08-30,35.9
120007,2023-08-31,35.92
120007,2023-09-01,35.86
120007,2023-09-02,35.91
120007,2023-09-03,35.22
120007,2023-09-04,35.7
120007,2023-09-05,35.72
120007,2023-09-06,35.89
120007,2023-09-07,36.54
120007,2023-09-08,36.72
120007,2023-09-09,36.17
120007,2023-09-10,36.16
120007,2023-09-11,36.42
120007,2023-09-12,36.46
120007,2023-09-13,37.1
120007,2023-09-14,36.8
120007,2023-09-15,37.28
120007,2023-09-16,37.61
120007,2023-09-17,37.66
120007,2023-09-18,37.81
120007,2023-09-19,37.46
120007,2023-09-20,37.36
120007,2023-09-21,37.6
120007,2023-09-22,37.56
120007,2023-09-23,37.6
120007,2023-09-24,37.99
120007,2023-09-25,37.29
120007,2023-09-26,37.44
120007,2023-09-27,38.13
120007,2023-09-28,38.0
120007,2023-09-29,37.55
120007,2023-09-30,37.42
120007,2023-10-01,36.87
120007,2023-10-02,36.97
120007,2023-10-03,36.96
120007,2023-10-04,37.1
120007,2023-10-05,37.07
120007,2023-10-06,37.16
120007,2023-10-07,37.35
120007,2023-10-08,36.92
120007,2023-10-09,37.06
120007,2023-10-10,37.62
120007,2023-10-11,37.28
120007,2023-10-12,37.41
120007,2023-10-13,37.91
120007,2023-10-14,37.49
120007,2023-10-15,37.81
120007,2023-10-16,37.75
120007,2023-10-17,38.15
120007,2023-10-18,37.85
120007,2023-10-19,37.87
120007,2023-10-20,37.31
120007,2023-10-21,37.49
120007,2023-10-22,37.68
120007,2023-10-23,37.9
120007,2023-10-24,38.11
120007,2023-10-25,38.09
120007,2023-10-26,37.55
120007,2023-10-27,37.94
120007,2023-10-28,37.95
120007,2023-10-29,38.11
120007,2023-10-30,38.06
120007,2023-10-31,38.83
120007,2023-11-01,38.63
120007,2023-11-02,38.41
120007,2023-11-03,37.83
120007,2023-11-04,37.89
120007,2023-11-05,38.61
120007,2023-11-06,38.68
120007,2023-11-07,38.79
120007,2023-11-08,39.19
120007,2023-11-09,39.27
120007,2023-11-10,39.76
120007,2023-11-11,40.32
120007,2023-11-12,40.1
120007,2023-11-13,39.54
120007,2023-11-14,39.84
120007,2023-11-15,39.98
120007,2023-11-16,39.59
120007,2023-11-17,39.34
120007,2023-11-18,39.09
120007,2023-11-19,39.17
120007,2023-11-20,39.58
120007,2023-11-21,40.01
120007,2023-11-22,40.35
120007,2023-11-23,40.25
120007,2023-11-24,41.17
120007,2023-11-25,41.2
120007,2023-11-26,41.06
120007,2023-11-27,40.52
120007,2023-11-28,40.4
120007,2023-11-29,40.6
120007,2023-11-30,39.97
120007,2023-12-01,39.61
120007,2023-12-02,39.45
120007,2023-12-03,39.16
120007,2023-12-04,38.84
120007,2023-12-05,39.3
120007,2023-12-06,38.67
120007,2023-12-07,38.76
120007,2023-12-08,38.98
120007,2023-12-09,38.81
120007,2023-12-10,38.74
120007,2023-12-11,38.74
120007,2023-12-12,39.01
120007,2023-12-13,39.63
120007,2023-12-14,39.14
120007,2023-12-15,38.8
120007,2023-12-16,38.48
120007,2023-12-17,38.5
120007,2023-12-18,38.36
120007,2023-12-19,38.64
120007,2023-12-20,38.4
120007,2023-12-21,38.08
120007,2023-12-22,37.81
120007,2023-12-23,37.87
120007,2023-12-24,38.26
120007,2023-12-25,38.26
120007,2023-12-26,38.06
120007,2023-12-27,37.69
120007,2023-12-28,38.26
120007,2023-12-29,37.6
120007,2023-12-30,37.55
120007,2023-12-31,37.85
120007,2024-01-01,37.79
120007,2024-01-02,37.6
120007,2024-01-03,37.82
120007,2024-01-04,37.42
120007,2024-01-05,36.79
120007,2024-01-06,36.94
120007,2024-01-07,36.59
120007,2024-01-08,36.66
120007,2024-01-09,36.63
120007,2024-01-10,36.74
120007,2024-01-11,36.68
120007,2024-01-12,36.9
120007,2024-01-13,36.66
120007,2024-01-14,36.96
120007,2024-01-15,36.53
120007,2024-01-16,36.98
120007,2024-01-17,37.76
120007,2024-01-18,37.81
120007,2024-01-19,38.43
120007,2024-01-20,39.15
120007,2024-01-21,39.04
120007,2024-01-22,39.08
120007,2024-01-23,38.78
120007,2024-01-24,38.51
120007,2024-01-25,38.62
120007,2024-01-26,38.01
120007,2024-01-27,38.34
120007,2024-01-28,38.43
120007,2024-01-29,38.71
120007,2024-01-30,38.66
120007,2024-01-31,38.94
120007,2024-02-01,39.05
120007,2024-02-02,39.27
120007,2024-02-03,39.64
120007,2024-02-04,39.16
120007,2024-02-05,38.91
120007,2024-02-06,39.83
120007,2024-02-07,39.93
120007,2024-02-08,39.26
120007,2024-02-09,38.61
120007,2024-02-10,38.6
120007,2024-02-11,38.42
120007,2024-02-12,38.13
120007,2024-02-13,38.83
120007,2024-02-14,38.71
120007,2024-02-15,39.04
120007,2024-02-16,39.16
120007,2024-02-17,39.07
120007,2024-02-18,38.64
120007,2024-02-19,38.96
120007,2024-02-20,38.06
120007,2024-02-21,38.41
120007,2024-02-22,38.49
120007,2024-02-23,38.75
120007,2024-02-24,38.77
120007,2024-02-25,38.31
120007,2024-02-26,38.48
120007,2024-02-27,38.83
120007,2024-02-28,38.66
120007,2024-02-29,38.94
120007,2024-03-01,39.07
120007,2024-03-02,39.27
120007,2024-03-03,38.95
120007,2024-03-04,39.47
120007,2024-03-05,39.6
120007,2024-03-06,39.95
120007,2024-03-07,39.82
120007,2024-03-08,40.23
120007,2024-03-09,40.08
120007,2024-03-10,39.74
120007,2024-03-11,40.47
120007,2024-03-12,39.53
120007,2024-03-13,40.73
120007,2024-03-14,41.03
120007,2024-03-15,40.93
120007,2024-03-16,41.08
120007,2024-03-17,41.39
120007,2024-03-18,41.27
120007,2024-03-19,42.13
120007,2024-03-20,42.77
120007,2024-03-21,43.96
120007,2024-03-22,43.45
120007,2024-03-23,43.56
120007,2024-03-24,42.98
120007,2024-03-25,42.53
120007,2024-03-26,42.42
120007,2024-03-27,42.31
120007,2024-03-28,42.48
120007,2024-03-29,42.46
120007,2024-03-30,42.82
120007,2024-03-31,42.98
120007,2024-04-01,43.71
120007,2024-04-02,44.09
120007,2024-04-03,43.59
120007,2024-04-04,43.55
120007,2024-04-05,43.54
120007,2024-04-06,43.75
120007,2024-04-07,44.24
120007,2024-04-08,44.39
120007,2024-04-09,44.67
120007,2024-04-10,44.19
120007,2024-04-11,44.0
120007,2024-04-12,43.19
120007,2024-04-13,43.4
120007,2024-04-14,43.78
120007,2024-04-15,43.23
120007,2024-04-16,43.32
120007,2024-04-17,43.3
120007,2024-04-18,44.05
120007,2024-04-19,43.68
120007,2024-04-20,44.1
120007,2024-04-21,44.63
120007,2024-04-22,44.56
120007,2024-04-23,44.71
120007,2024-04-24,45.22
120007,2024-04-25,44.74
120007,2024-04-26,44.58
120007,2024-04-27,44.68
120007,2024-04-28,45.62
120007,2024-04-29,45.47
120007,2024-04-30,45.37
120007,2024-05-01,46.09
120007,2024-05-02,46.42
120007,2024-05-03,47.46
120007,2024-05-04,48.0
120007,2024-05-05,47.95
120007,2024-05-06,47.84
120007,2024-05-07,47.47
120007,2024-05-08,46.87
120007,2024-05-09,47.05
120007,2024-05-10,47.37
120007,2024-05-11,47.75
120007,2024-05-12,47.72
120007,2024-05-13,48.66
120007,2024-05-14,48.02
120007,2024-05-15,47.34
120007,2024-05-16,46.98
120007,2024-05-17,47.0
120007,2024-05-18,46.51
120007,2024-05-19,47.16
120007,2024-05-20,46.84
