investor_id,amfi_code,transaction_date,transaction_type,amount,units,kyc_status,state
INV2290,119551,2025-08-02,Lumpsum,46356.44,365.036,Verified,Maharashtra
INV2291,120841,2025-11-03,Redemption,86752.09,700.528,Verified,Maharashtra
INV2292,125497,2025-09-29,Lumpsum,94604.76,1059.639,Verified,Maharashtra
INV2293,118632,2025-09-08,SIP,72135.97,543.328,Pending,Maharashtra
INV2294,120841,2025-07-07,Redemption,10843.96,73.585,Pending,Maharashtra
INV2295,119551,2025-12-15,Redemption,82364.64,708.314,Verified,Maharashtra
INV2296,120841,2025-10-24,SIP,58306.37,444.774,Pending,Maharashtra
INV2297,119551,2026-03-25,SIP,70081.64,540.01,Verified,Maharashtra
INV2298,119092,2025-12-23,Redemption,46096.2,468.604,Verified,Maharashtra
INV2299,119092,2025-08-30,Redemption,38145.58,287.933,Verified,Maharashtra
INV2300,119551,2026-01-03,Lumpsum,77158.56,814.45,Pending,Maharashtra
INV2301,119092,2025-09-25,SIP,78118.36,583.035,Pending,Maharashtra
INV2302,125497,2025-08-06,Redemption,17990.49,199.572,Pending,Maharashtra
INV2303,119551,2025-12-07,Redemption,11748.77,88.323,Verified,Maharashtra
INV2304,119092,2025-10-28,Redemption,88718.24,901.493,Verified,Maharashtra
INV2305,120503,2025-09-27,Lumpsum,94757.04,895.36,Pending,Maharashtra
INV2306,119551,2026-03-15,Lumpsum,91550.79,910.641,Verified,Maharashtra
INV2307,120503,2025-09-11,Lumpsum,94383.54,659.207,Verified,Maharashtra
INV2308,119092,2025-09-02,Lumpsum,15171.66,123.532,Verified,Maharashtra
INV2309,119092,2025-08-16,SIP,93801.61,652.044,Verified,Maharashtra
INV2310,120841,2026-06-12,Redemption,54305.37,367.529,Verified,Maharashtra
INV2311,125497,2025-11-03,SIP,94769.09,864.405,Verified,Maharashtra
INV2312,119092,2026-03-14,Lumpsum,54615.85,526.678,Verified,Maharashtra
INV2313,120503,2025-09-28,Lumpsum,75491.21,510.877,Pending,Maharashtra
INV2314,118632,2026-03-03,Redemption,82633.1,984.663,Verified,Maharashtra
INV2315,119551,2026-04-21,SIP,44302.06,320.276,Pending,Maharashtra
INV2316,120841,2026-04-12,Redemption,55457.63,663.881,Verified,Maharashtra
INV2317,119551,2025-10-28,SIP,44725.76,456.663,Pending,Maharashtra
INV2318,125497,2026-02-27,Lumpsum,539.95,3.958,Pending,Maharashtra
INV2319,119092,2026-01-01,Redemption,38930.52,341.675,Verified,Maharashtra
INV2320,119551,2025-08-04,Lumpsum,96409.64,771.829,Verified,Maharashtra
INV2321,119551,2026-05-08,Lumpsum,87563.37,866.09,Verified,Maharashtra
INV2322,125497,2026-04-21,Redemption,66073.95,791.003,Verified,Maharashtra
INV2323,120503,2025-07-03,Redemption,82571.3,589.951,Verified,Maharashtra
INV2324,125497,2025-09-30,SIP,96205.55,813.107,Verified,Maharashtra
INV2325,125497,2025-10-11,Lumpsum,97837.41,1073.998,Verified,Maharashtra
INV2326,119092,2026-06-23,SIP,13339.12,121.13,Verified,Maharashtra
INV2327,125497,2026-05-07,Lumpsum,83382.92,826.966,Verified,Maharashtra
INV2328,119551,2025-09-05,Lumpsum,44463.98,331.948,Verified,Maharashtra
INV2329,118632,2025-11-07,SIP,97276.35,794.236,Pending,Maharashtra
INV2330,125497,2026-03-29,SIP,24976.97,213.03,Verified,Maharashtra
INV2331,118632,2026-04-25,Redemption,7267.02,77.668,Pending,Maharashtra
INV2332,119092,2025-12-21,Redemption,19319.3,160.801,Verified,Maharashtra
INV2333,120503,2025-10-31,Redemption,52090.05,497.7,Pending,Maharashtra
INV2334,118632,2025-08-21,Redemption,96076.57,1067.686,Pending,Maharashtra
INV2335,120841,2026-02-26,Redemption,42770.44,480.713,Verified,Maharashtra
INV2336,125497,2026-02-28,Redemption,77844.59,654.334,Pending,Maharashtra
INV2337,125497,2026-05-21,SIP,17259.83,129.547,Pending,Maharashtra
INV2338,125497,2026-01-03,Lumpsum,20112.05,142.361,Verified,Maharashtra
INV2339,118632,2025-07-04,Redemption,85035.22,748.487,Pending,Maharashtra
INV2340,119092,2026-02-08,SIP,51709.62,591.65,Verified,Maharashtra
INV2341,119551,2026-03-11,Redemption,42542.67,421.7,Verified,Maharashtra
INV2342,120503,2026-01-18,SIP,59086.62,685.098,Verified,Maharashtra
INV2343,120841,2026-03-13,Lumpsum,98716.46,827.599,Pending,Maharashtra
INV2344,119551,2025-12-04,Redemption,9926.52,66.93,Verified,Maharashtra
INV2345,120841,2025-09-11,SIP,18725.37,154.436,Pending,Maharashtra
INV2346,118632,2026-03-10,Redemption,13293.67,163.541,Verified,Maharashtra
INV2347,125497,2025-07-31,Lumpsum,62785.4,693.469,Pending,Maharashtra
INV2348,120841,2025-10-14,SIP,58715.24,506.507,Verified,Maharashtra
INV2349,119551,2025-11-21,Redemption,7582.43,87.896,Verified,Maharashtra
INV2350,119092,2025-10-11,SIP,30831.4,240.581,Verified,Maharashtra
INV2351,118632,2026-04-19,SIP,19701.91,223.548,Verified,Maharashtra
INV2352,119092,2026-04-18,Lumpsum,65487.1,724.464,Verified,Maharashtra
INV2353,118632,2026-04-07,SIP,73555.67,877.149,Pending,Maharashtra
INV2354,119551,2026-02-16,Redemption,18748.83,170.11,Verified,Maharashtra
INV2355,118632,2026-06-24,Redemption,52285.38,372.783,Verified,Maharashtra
INV2356,125497,2026-03-17,SIP,91226.25,679.408,Verified,Maharashtra
INV2357,120841,2025-11-18,SIP,34296.23,264.721,Verified,Maharashtra
INV2358,125497,2026-01-25,SIP,83440.62,890.911,Pending,Maharashtra
INV2359,125497,2026-02-23,Redemption,67859.19,591.073,Verified,Maharashtra
INV2360,118632,2025-10-24,SIP,32388.45,216.297,Pending,Maharashtra
INV2361,120841,2026-02-03,SIP,38661.68,279.018,Verified,Maharashtra
INV2362,120503,2025-07-02,Redemption,33747.23,245.876,Pending,Maharashtra
INV2363,125497,2026-03-05,Lumpsum,70033.95,501.063,Pending,Maharashtra
INV2364,125497,2026-04-09,Redemption,9961.82,118.883,Verified,Maharashtra
INV2365,118632,2026-03-30,SIP,40662.85,318.909,Verified,Maharashtra
INV2366,119092,2026-02-25,Redemption,88434.32,608.494,Verified,Maharashtra
INV2367,120841,2025-12-18,Redemption,57163.5,407.502,Verified,Maharashtra
INV2368,125497,2026-03-04,SIP,67040.95,568.137,Pending,Maharashtra
INV2369,119092,2026-02-24,SIP,79342.88,828.501,Verified,Maharashtra
INV2370,118632,2026-05-17,Lumpsum,88431.47,741.231,Verified,Maharashtra
INV2371,119092,2025-10-20,Redemption,77079.4,675.059,Verified,Maharashtra
INV2372,118632,2026-05-14,SIP,78804.09,938.739,Verified,Maharashtra
INV2373,119551,2026-02-08,Lumpsum,56254.69,429.415,Pending,Maharashtra
INV2374,119092,2025-11-11,SIP,27767.14,199.451,Pending,Maharashtra
INV2375,119092,2026-01-29,SIP,22845.95,198.637,Verified,Maharashtra
INV2376,118632,2026-04-14,Lumpsum,83161.36,827.731,Verified,Maharashtra
INV2377,119551,2025-09-23,Lumpsum,42081.79,317.866,Verified,Maharashtra
INV2378,120841,2026-06-08,SIP,25632.31,185.64,Verified,Maharashtra
INV2379,120503,2025-07-22,Lumpsum,50307.8,359.621,Verified,Maharashtra
INV2380,119092,2026-02-24,SIP,54486.26,565.72,Pending,Maharashtra
INV2381,120841,2025-07-05,SIP,11782.02,90.323,Verified,Maharashtra
INV2382,119092,2025-09-30,Redemption,92027.16,1097.378,Pending,Maharashtra
INV2383,118632,2025-07-18,Lumpsum,37033.38,313.946,Pending,Maharashtra
INV2384,125497,2026-06-15,Lumpsum,22765.95,156.707,Verified,Maharashtra
INV2385,120503,2026-03-20,Redemption,39736.94,496.154,Verified,Maharashtra
INV2386,120503,2025-09-25,SIP,38602.27,404.019,Verified,Maharashtra
INV2387,120503,2026-05-23,SIP,44713.04,306.087,Verified,Maharashtra
INV2388,120503,2026-04-06,Lumpsum,99759.47,702.107,Pending,Maharashtra
INV2389,119092,2026-02-09,Redemption,23515.76,178.909,Verified,Maharashtra
INV2390,120503,2025-07-22,Lumpsum,58232.74,406.419,Pending,Maharashtra
INV2391,119092,2025-11-06,Redemption,62667.14,605.178,Verified,Maharashtra
INV2392,120841,2025-11-02,SIP,18294.69,127.815,Pending,Maharashtra
INV2393,120841,2025-08-21,SIP,32393.35,245.201,Verified,Maharashtra
INV2394,125497,2025-09-29,SIP,9680.77,73.862,Verified,Maharashtra
INV2395,125497,2025-11-23,Lumpsum,37601.21,416.912,Pending,Maharashtra
INV2396,119551,2026-05-27,Redemption,57899.89,698.712,Pending,Maharashtra
INV2397,120841,2026-04-19,SIP,66901.44,805.369,Pending,Maharashtra
INV2398,119551,2025-10-31,SIP,6105.16,74.752,Verified,Maharashtra
INV2399,119092,2025-09-26,SIP,44110.71,448.332,Verified,Maharashtra
INV2400,120841,2025-10-12,SIP,51699.83,549.935,Verified,Maharashtra
INV2401,118632,2025-10-10,Lumpsum,15171.57,178.222,Verified,Maharashtra
INV2402,120503,2025-12-14,SIP,19390.34,221.068,Verified,Maharashtra
INV2403,119092,2026-05-15,Redemption,85068.78,650.208,Verified,Maharashtra
INV2404,119092,2026-04-17,SIP,32001.51,252.009,Verified,Maharashtra
INV2405,119092,2025-08-07,Lumpsum,87161.28,838.384,Verified,Maharashtra
INV2406,119092,2026-05-09,Lumpsum,97443.34,653.794,Pending,Maharashtra
INV2407,119551,2025-07-07,SIP,29513.02,299.069,Verified,Maharashtra
INV2408,120503,2025-11-09,Redemption,55774.74,423.262,Pending,Maharashtra
INV2409,119551,2025-07-29,Redemption,31514.48,310.681,Verified,Maharashtra
INV2410,119092,2025-07-30,SIP,14581.36,102.85,Verified,Maharashtra
INV2411,125497,2025-11-02,Redemption,84556.78,592.013,Verified,Maharashtra
INV2412,118632,2026-04-09,SIP,10448.53,126.882,Verified,Maharashtra
INV2413,120841,2026-03-13,Redemption,3590.16,30.222,Pending,Maharashtra
INV2414,120503,2026-03-22,Redemption,9652.46,93.833,Verified,Maharashtra
INV2415,118632,2025-08-27,Lumpsum,58395.59,696.226,Verified,Maharashtra
INV2416,120503,2026-04-16,Lumpsum,14643.01,117.347,Verified,Maharashtra
INV2417,119551,2026-02-21,Redemption,18152.24,207.041,Verified,Maharashtra
INV2418,119551,2026-05-16,Lumpsum,10064.52,91.729,Verified,Maharashtra
INV2419,120503,2026-03-10,Lumpsum,14542.05,181.65,Pending,Maharashtra
INV2420,119551,2025-07-24,Redemption,63568.06,441.374,Verified,Maharashtra
INV2421,120503,2026-05-28,Lumpsum,16670.31,131.062,Pending,Maharashtra
INV2422,120503,2025-09-10,Lumpsum,60143.34,653.809,Verified,Maharashtra
INV2423,119551,2025-08-31,SIP,13298.09,119.582,Verified,Maharashtra
INV2424,118632,2025-09-04,SIP,56720.74,447.05,Verified,Maharashtra
INV2425,119092,2026-06-07,Lumpsum,56167.79,693.281,Verified,Maharashtra
INV2426,120503,2025-12-19,SIP,66112.61,534.334,Pending,Maharashtra
INV2427,120503,2025-09-29,Redemption,34205.62,302.977,Pending,Maharashtra
INV2428,125497,2025-09-13,SIP,33754.43,412.636,Verified,Maharashtra
INV2429,119092,2026-04-15,Lumpsum,89781.2,772.143,Pending,Maharashtra
INV2430,120841,2025-08-01,SIP,64026.28,639.77,Verified,Maharashtra
INV2431,120841,2026-01-25,Redemption,85316.83,741.751,Verified,Maharashtra
INV2432,125497,2026-05-23,Lumpsum,65400.27,499.623,Verified,Maharashtra
INV2433,118632,2026-04-16,Lumpsum,16870.27,175.092,Pending,Maharashtra
INV2434,125497,2026-02-01,Redemption,12743.69,85.503,Verified,Maharashtra
INV2435,118632,2025-08-04,SIP,99075.9,1017.905,Pending,Maharashtra
INV2436,118632,2026-01-21,Redemption,24302.71,222.828,Verified,Maharashtra
INV2437,118632,2025-11-12,SIP,23376.88,201.323,Pending,Maharashtra
INV2438,125497,2025-11-02,Redemption,63287.9,431.332,Pending,Maharashtra
INV2439,119551,2026-05-02,SIP,85546.69,589.689,Verified,Maharashtra
INV2440,119092,2025-08-29,SIP,39542.02,364.896,Pending,Maharashtra
INV2441,118632,2026-01-10,SIP,16249.48,145.219,Verified,Maharashtra
INV2442,120841,2026-04-24,SIP,47372.83,435.49,Verified,Maharashtra
INV2443,119551,2026-06-12,Redemption,13608.51,106.636,Verified,Maharashtra
INV2444,120503,2026-02-01,Lumpsum,12286.94,151.775,Pending,Maharashtra
INV2445,119551,2025-11-04,Redemption,79130.86,785.787,Verified,Maharashtra
INV2446,119092,2025-12-13,Lumpsum,41347.02,429.828,Verified,Maharashtra
INV2447,120503,2026-03-10,Redemption,6005.57,63.978,Verified,Maharashtra
INV2448,118632,2025-12-22,Lumpsum,37777.6,407.062,Pending,Maharashtra
INV2449,119551,2025-08-05,Redemption,30126.54,246.981,Verified,Maharashtra
INV2450,125497,2025-09-02,Redemption,61280.58,434.649,Verified,Maharashtra
INV2451,119551,2026-06-21,SIP,4954.45,59.134,Verified,Maharashtra
INV2452,119551,2026-06-08,Redemption,10913.73,79.323,Verified,Maharashtra
INV2453,120503,2026-01-30,Redemption,48439.44,403.713,Verified,Maharashtra
INV2454,125497,2025-10-21,Redemption,44432.63,388.591,Verified,Maharashtra
INV2455,119092,2025-07-02,SIP,40211.38,368.639,Verified,Maharashtra
INV2456,119551,2026-03-20,Redemption,78277.87,587.982,Verified,Maharashtra
INV2457,118632,2025-12-14,Redemption,31301.15,311.574,Verified,Maharashtra
INV2458,118632,2025-08-26,Redemption,67083.77,511.033,Verified,Maharashtra
INV2459,125497,2026-02-10,SIP,61098.38,456.542,Pending,Maharashtra
INV2460,119092,2025-11-02,SIP,41390.58,330.204,Verified,Maharashtra
INV2461,120841,2026-05-05,SIP,26436.31,189.19,Verified,Maharashtra
INV2462,119092,2026-03-06,SIP,9947.89,75.954,Verified,Maharashtra
INV2463,119092,2026-04-07,Lumpsum,44788.11,509.422,Verified,Maharashtra
INV2464,119092,2025-11-30,Redemption,56543.96,451.097,Verified,Maharashtra
INV2465,125497,2025-11-01,SIP,62681.91,478.411,Verified,Maharashtra
INV2466,120503,2026-01-19,Lumpsum,95046.01,1125.759,Verified,Maharashtra
INV2467,120841,2026-02-14,Lumpsum,53216.0,419.505,Verified,Maharashtra
INV2468,120841,2026-01-05,Lumpsum,76449.11,631.539,Verified,Maharashtra
INV2469,118632,2026-02-17,SIP,13287.31,162.375,Pending,Maharashtra
INV2470,120841,2026-05-27,Lumpsum,93613.65,971.294,Pending,Maharashtra
INV2471,120503,2026-01-18,Redemption,90632.01,780.386,Verified,Maharashtra
INV2472,125497,2025-07-31,SIP,2327.98,23.53,Pending,Maharashtra
INV2473,119092,2025-11-16,Redemption,68985.15,723.262,Pending,Maharashtra
INV2474,119092,2025-12-16,SIP,45599.55,336.644,Verified,Maharashtra
INV2475,125497,2026-01-27,Redemption,31826.69,360.944,Pending,Maharashtra
INV2476,120503,2025-07-24,Redemption,45805.21,318.999,Verified,Maharashtra
INV2477,120841,2025-06-28,Redemption,10027.54,69.356,Verified,Maharashtra
INV2478,118632,2025-08-25,SIP,9688.41,76.178,Pending,Maharashtra
INV2479,125497,2026-04-08,SIP,63850.94,668.69,Pending,Maharashtra
INV2480,119551,2026-05-25,Lumpsum,45904.43,321.941,Pending,Maharashtra
INV2481,120503,2026-01-28,Lumpsum,41345.23,430.205,Pending,Maharashtra
INV2482,119551,2025-07-03,SIP,77767.47,565.518,Verified,Maharashtra
INV2483,118632,2025-10-25,Lumpsum,79492.62,562.943,Verified,Maharashtra
INV2484,120841,2026-04-04,Redemption,81283.02,692.693,Verified,Maharashtra
INV2485,125497,2025-12-15,Lumpsum,4577.33,35.386,Verified,Maharashtra
INV2486,120841,2025-11-08,Redemption,27503.12,243.363,Verified,Maharashtra
INV2487,120841,2025-10-19,Redemption,17979.39,122.127,Verified,Maharashtra
INV2488,119092,2026-03-25,SIP,36157.07,389.523,Verified,Maharashtra
INV2489,125497,2026-03-31,Redemption,63361.6,646.558,Pending,Maharashtra
INV2490,120503,2026-06-04,SIP,15736.91,195.031,Verified,Maharashtra
INV2491,125497,2026-06-09,SIP,21327.52,220.186,Verified,Maharashtra
INV2492,119551,2025-09-16,Lumpsum,68744.69,496.965,Pending,Maharashtra
INV2493,119551,2025-07-06,Redemption,53521.21,368.675,Verified,Maharashtra
INV2494,120503,2026-06-08,SIP,74010.74,519.346,Verified,Maharashtra
INV2495,125497,2026-03-22,Lumpsum,5678.56,40.019,Pending,Maharashtra
INV2496,119092,2025-11-29,Lumpsum,56320.18,629.879,Verified,Maharashtra
INV2497,120503,2025-08-21,Lumpsum,19509.66,175.996,Verified,Maharashtra
INV2498,118632,2025-11-02,Lumpsum,98832.08,921.772,Verified,Maharashtra
INV2499,118632,2026-01-20,Redemption,96248.92,875.356,Pending,Maharashtra
INV2500,119551,2025-10-23,Lumpsum,50212.03,495.359,Verified,Maharashtra
INV2501,119551,2026-03-07,Lumpsum,33436.12,253.647,Verified,Maharashtra
INV2502,118632,2025-08-19,SIP,79492.39,532.599,Verified,Maharashtra
INV2503,120503,2026-05-17,SIP,3369.21,32.499,Pending,Maharashtra
INV2504,119092,2026-02-22,Lumpsum,83969.35,1020.747,Pending,Maharashtra
INV2505,125497,2025-12-03,Lumpsum,56334.54,497.344,Pending,Maharashtra
INV2506,119092,2025-08-05,SIP,96399.86,818.831,Pending,Maharashtra
INV2507,119551,2026-02-20,Lumpsum,40576.23,491.627,Pending,Maharashtra
INV2508,125497,2025-12-16,Redemption,92146.41,899.292,Verified,Maharashtra
INV2509,120503,2025-08-22,Lumpsum,82468.27,945.517,Verified,Maharashtra
INV2510,118632,2026-03-18,Lumpsum,87057.99,980.011,Pending,Maharashtra
INV2511,120503,2025-12-26,Redemption,13102.26,119.716,Verified,Maharashtra
INV2512,125497,2026-01-01,Lumpsum,36637.32,437.937,Verified,Maharashtra
INV2513,120841,2025-07-05,SIP,19881.98,144.994,Pending,Maharashtra
INV2514,119551,2025-06-30,Redemption,30195.84,242.213,Pending,Maharashtra
INV2515,125497,2026-06-17,SIP,73186.21,883.648,Verified,Maharashtra
INV2516,125497,2025-11-02,Redemption,22769.9,219.298,Verified,Maharashtra
INV2517,125497,2025-10-15,SIP,52255.94,495.142,Pending,Maharashtra
INV2518,125497,2025-08-23,SIP,12464.97,129.639,Pending,Maharashtra
INV2519,119092,2025-11-21,Redemption,68517.45,854.343,Verified,Maharashtra
INV2520,119551,2026-01-11,SIP,40921.79,305.449,Verified,Maharashtra
INV2521,125497,2025-08-10,SIP,30888.64,339.3,Verified,Maharashtra
INV2522,119092,2025-10-16,SIP,37016.32,423.388,Verified,Maharashtra
INV2523,119551,2025-10-29,SIP,73473.48,521.128,Pending,Maharashtra
INV2524,119551,2025-10-05,SIP,89830.68,859.684,Verified,Maharashtra
INV2525,125497,2025-11-03,Redemption,13017.33,107.357,Pending,Maharashtra
INV2526,118632,2025-11-30,SIP,52912.55,515.227,Pending,Maharashtra
INV2527,119092,2026-04-27,Lumpsum,79373.99,639.916,Pending,Maharashtra
INV2528,120503,2026-04-05,Lumpsum,67895.51,830.934,Verified,Maharashtra
INV2529,120841,2026-05-02,Redemption,67106.5,705.423,Verified,Maharashtra
INV2530,120503,2025-09-07,Redemption,92185.04,620.794,Pending,Maharashtra
INV2531,119551,2025-10-24,SIP,99610.83,1141.849,Verified,Maharashtra
INV2532,125497,2026-06-17,SIP,9017.16,97.124,Pending,Maharashtra
INV2533,118632,2025-12-31,Redemption,81779.36,1009.916,Verified,Maharashtra
INV2534,118632,2025-07-03,SIP,69755.12,670.895,Pending,Maharashtra
INV2535,120503,2026-05-27,Lumpsum,88627.34,706.498,Pending,Maharashtra
INV2536,120503,2025-12-23,Redemption,14540.41,118.585,Pending,Maharashtra
INV2537,119092,2025-10-03,Redemption,87418.78,848.261,Pending,Maharashtra
INV2538,120503,2026-02-06,SIP,44406.8,546.498,Verified,Maharashtra
INV2539,118632,2025-10-13,SIP,96959.22,754.402,Verified,Maharashtra
INV2540,119092,2025-10-15,Lumpsum,61960.61,495.251,Pending,Maharashtra
INV2541,119551,2025-09-01,SIP,78933.38,804.355,Pending,Maharashtra
INV2542,119092,2025-10-11,Lumpsum,18273.57,176.314,Verified,Maharashtra
INV2543,120503,2025-12-12,Redemption,47937.01,484.47,Verified,Maharashtra
INV2544,119551,2026-01-30,Redemption,39876.61,395.182,Verified,Maharashtra
INV2545,125497,2026-04-28,Redemption,49750.79,557.962,Pending,Maharashtra
INV2546,125497,2026-03-23,SIP,82618.19,930.219,Verified,Maharashtra
INV2547,118632,2026-05-16,Redemption,11543.98,124.937,Verified,Maharashtra
INV2548,120841,2025-10-23,SIP,56846.47,526.902,Verified,Maharashtra
INV2549,125497,2025-07-19,SIP,57790.63,631.911,Verified,Maharashtra
INV2550,120503,2025-10-21,Lumpsum,96823.21,729.59,Verified,Maharashtra
INV2551,120841,2026-03-09,Redemption,10256.76,92.787,Verified,Maharashtra
INV2552,118632,2025-07-31,Lumpsum,55065.89,586.981,Pending,Maharashtra
INV2553,120503,2025-11-02,SIP,53320.47,637.667,Verified,Maharashtra
INV2554,125497,2025-12-15,SIP,36496.12,452.109,Verified,Maharashtra
INV2555,119092,2025-07-12,Lumpsum,96802.3,689.436,Verified,Maharashtra
INV2556,120841,2026-04-21,SIP,43984.86,408.09,Verified,Maharashtra
INV2557,119551,2026-03-18,Lumpsum,39119.24,425.425,Verified,Maharashtra
INV2558,120503,2026-04-14,Redemption,51735.29,562.662,Verified,Maharashtra
INV2559,118632,2025-12-30,Lumpsum,56456.65,444.688,Verified,Maharashtra
INV2560,125497,2025-06-26,Redemption,95646.47,715.545,Verified,Maharashtra
INV2561,120503,2025-11-09,Redemption,78921.9,610.438,Pending,Maharashtra
INV2562,120503,2025-11-16,Redemption,37015.83,362.225,Verified,Maharashtra
INV2563,119092,2026-06-11,Redemption,83333.62,597.14,Verified,Maharashtra
INV2564,119092,2026-06-07,Redemption,657.67,5.639,Verified,Maharashtra
INV2565,118632,2025-08-26,Redemption,45492.2,509.168,Verified,Maharashtra
INV2566,118632,2026-06-17,Redemption,76190.13,841.969,Verified,Maharashtra
INV2567,118632,2026-02-03,Lumpsum,1646.84,18.478,Verified,Maharashtra
INV2568,120503,2026-06-20,SIP,31208.95,350.18,Verified,Maharashtra
INV2569,120841,2026-06-14,SIP,6872.33,48.959,Pending,Maharashtra
INV2570,119092,2025-11-09,Redemption,64250.67,589.592,Pending,Maharashtra
INV2571,120503,2025-10-23,SIP,65575.3,600.863,Verified,Maharashtra
INV2572,118632,2025-11-12,Lumpsum,98503.32,968.749,Verified,Maharashtra
INV2573,119551,2026-02-10,Redemption,11943.59,92.847,Verified,Maharashtra
INV2574,119092,2026-04-30,Redemption,64461.92,603.923,Verified,Maharashtra
INV2575,119092,2025-11-22,SIP,90197.84,911.763,Verified,Maharashtra
INV2576,120841,2025-12-20,SIP,25639.97,231.88,Verified,Maharashtra
INV2577,120503,2025-08-18,SIP,2743.65,32.7,Verified,Maharashtra
INV2578,120503,2026-03-24,Lumpsum,8977.45,71.53,Verified,Maharashtra
INV2579,119092,2025-08-28,SIP,11485.75,105.021,Verified,Maharashtra
INV2580,120503,2026-01-04,SIP,9602.55,82.801,Pending,Maharashtra
INV2581,119551,2026-04-10,SIP,13936.29,123.543,Verified,Maharashtra
INV2582,120841,2026-01-21,SIP,97810.35,653.812,Verified,Maharashtra
INV2583,125497,2025-10-09,Redemption,31277.76,313.894,Pending,Maharashtra
INV2584,120841,2025-11-16,Redemption,73466.13,917.997,Verified,Maharashtra
INV2585,118632,2026-02-20,SIP,18959.83,150.933,Verified,Maharashtra
INV2586,119551,2026-05-17,SIP,15277.48,140.189,Verified,Maharashtra
INV2587,119551,2026-03-18,Redemption,84696.29,758.502,Pending,Maharashtra
INV2588,119092,2026-05-19,Lumpsum,11225.33,98.355,Verified,Maharashtra
INV2589,120503,2026-06-21,SIP,68164.58,547.678,Verified,Maharashtra
INV2590,119092,2026-05-13,SIP,57908.25,638.796,Verified,Maharashtra
INV2591,120841,2025-08-05,SIP,47340.86,334.64,Verified,Maharashtra
INV2592,120841,2025-09-12,Redemption,59685.86,576.825,Verified,Maharashtra
INV2593,120841,2025-11-16,Redemption,95982.8,913.923,Verified,Maharashtra
INV2594,119092,2025-09-27,Lumpsum,99286.67,831.471,Pending,Maharashtra
INV2595,118632,2026-05-29,Redemption,82907.17,901.781,Verified,Maharashtra
INV2596,125497,2025-12-26,SIP,88244.55,774.281,Verified,Maharashtra
INV2597,119092,2025-10-08,SIP,31800.86,337.783,Verified,Maharashtra
INV2598,120841,2025-10-13,Lumpsum,28430.62,189.598,Pending,Maharashtra
INV2599,120503,2025-10-23,Lumpsum,66103.15,657.237,Pending,Maharashtra
INV2600,119551,2026-04-03,Redemption,88559.02,927.253,Verified,Maharashtra
INV2601,125497,2026-04-23,Redemption,87420.74,655.348,Verified,Maharashtra
INV2602,120503,2025-11-26,Redemption,73812.11,604.536,Verified,Maharashtra
INV2603,120503,2025-08-28,Redemption,92787.94,1096.262,Verified,Maharashtra
INV2604,120841,2026-04-21,Redemption,634.87,5.53,Pending,Maharashtra
INV2605,120841,2025-10-02,SIP,41098.0,320.771,Verified,Maharashtra
INV2606,125497,2025-07-30,SIP,42104.09,292.855,Verified,Maharashtra
INV2607,119551,2025-08-15,Redemption,23688.79,161.669,Pending,Maharashtra
INV2608,120503,2026-05-27,Redemption,64580.63,740.98,Verified,Maharashtra
INV2609,118632,2025-10-09,Redemption,63824.66,461.201,Verified,Maharashtra
INV2610,125497,2025-08-13,Lumpsum,28704.38,224.125,Verified,Maharashtra
INV2611,119551,2025-09-20,SIP,3962.52,36.471,Pending,Maharashtra
INV2612,120503,2026-03-10,Redemption,94730.51,821.307,Verified,Maharashtra
INV2613,119551,2025-10-17,SIP,42104.0,356.018,Verified,Maharashtra
INV2614,125497,2026-03-19,SIP,92757.04,765.316,Pending,Maharashtra
INV2615,118632,2026-01-27,Redemption,76912.69,522.324,Pending,Maharashtra
INV2616,119551,2026-01-14,SIP,45166.72,384.065,Verified,Maharashtra
INV2617,119551,2026-02-01,Lumpsum,88101.98,798.31,Pending,Maharashtra
INV2618,120503,2025-12-20,SIP,50048.64,421.314,Pending,Maharashtra
INV2619,120503,2026-01-10,SIP,18159.44,185.954,Pending,Maharashtra
INV2620,120503,2026-05-28,Lumpsum,14025.31,122.134,Pending,Maharashtra
INV2621,120503,2026-02-10,Redemption,32887.58,365.182,Verified,Maharashtra
INV2622,118632,2026-01-29,SIP,90487.94,603.563,Verified,Maharashtra
INV2623,120503,2025-08-23,Redemption,31907.54,370.648,Verified,Maharashtra
INV2624,119551,2025-07-07,Lumpsum,65999.24,670.272,Verified,Maharashtra
INV2625,118632,2026-04-12,Lumpsum,60773.07,412.298,Verified,Maharashtra
INV2626,125497,2025-07-12,SIP,82923.63,808.155,Verified,Maharashtra
INV2627,125497,2025-11-23,SIP,90644.38,645.393,Pending,Maharashtra
INV2628,120841,2025-06-27,SIP,80694.03,804.809,Pending,Maharashtra
INV2629,119092,2025-11-10,Lumpsum,84732.84,1003.104,Verified,Maharashtra
INV2630,118632,2026-01-11,SIP,82454.1,645.227,Pending,Maharashtra
INV2631,118632,2025-11-12,Lumpsum,86639.86,662.843,Verified,Maharashtra
INV2632,125497,2025-10-24,Lumpsum,28768.36,311.595,Pending,Maharashtra
INV2633,118632,2025-08-01,SIP,98216.7,914.695,Verified,Maharashtra
INV2634,120503,2026-06-17,SIP,59280.0,486.079,Verified,Maharashtra
INV2635,120841,2025-10-14,Redemption,5866.29,50.503,Verified,Maharashtra
INV2636,118632,2025-08-04,Redemption,93190.72,719.333,Verified,Maharashtra
